invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax,total,cost_of_goods_sold,gross_margin_pct,gross_income,payment,date,time,day_of_week,month,rating,discount_pct,membership_years,customer_age
INV-365956,B,Delhi,Member,Male,Cosmetics,4503.25,2,450.33,9456.83,9006.5,0.05,472.84,Credit Card,2023-11-11,20:05,Saturday,November,9,7.12,5,35
INV-287210,B,Mumbai,Normal,Female,Cosmetics,806.65,7,282.33,5928.88,5646.55,0.05,296.44,UPI,2023-04-22,11:29,Saturday,April,8,26.9,6,17
INV-640677,A,Mumbai,Member,Male,Sports,2646.33,8,1058.53,22229.17,21170.64,0.05,1111.46,Credit Card,2023-08-17,11:23,Thursday,August,2,17.28,10,18
INV-899666,C,Mumbai,Normal,Male,Electronics,76.24,6,22.87,480.31,457.43999999999994,0.05,24.02,Credit Card,2023-04-04,15:37,Tuesday,April,9,21.55,10,22
INV-164323,C,Mumbai,Normal,Female,Cosmetics,2409.27,5,602.32,12648.67,12046.35,0.05,632.43,Cash,2023-11-22,17:53,Wednesday,November,3,5.99,3,63
INV-888260,A,Mumbai,Member,Male,Sports,2672.71,1,133.64,2806.35,2672.71,0.05,140.32,Cash,2023-03-31,21:37,Friday,March,4,9.62,2,47
INV-503081,C,Bangalore,Normal,Male,Groceries,1877.69,8,751.08,15772.6,15021.52,0.05,788.63,UPI,2023-01-10,12:22,Tuesday,January,2,9.67,1,34
INV-872042,A,Delhi,Member,Female,Home Appliances,1310.47,5,327.62,6879.97,6552.35,0.05,344.0,Cash,2023-11-25,08:08,Saturday,November,8,18.18,2,44
INV-405073,A,Delhi,Member,Male,Sports,578.16,5,144.54,3035.34,2890.7999999999997,0.05,151.77,Credit Card,2023-11-14,19:43,Tuesday,November,5,21.93,8,48
INV-237023,B,Bangalore,Normal,Male,Home Appliances,947.1,3,142.07,2983.37,2841.3,0.05,149.17,UPI,2023-01-01,15:21,Sunday,January,8,24.84,4,28
INV-512498,B,Mumbai,Normal,Male,Cosmetics,4007.71,3,601.16,12624.29,12023.130000000001,0.05,631.21,UPI,2023-08-01,12:04,Tuesday,August,4,9.49,9,39
INV-139711,B,Bangalore,Normal,Male,Clothing,3430.76,8,1372.3,28818.38,27446.08,0.05,1440.92,UPI,2023-10-22,15:13,Sunday,October,3,18.72,0,37
INV-635534,C,Delhi,Normal,Female,Groceries,2221.79,1,111.09,2332.88,2221.79,0.05,116.64,UPI,2023-06-02,08:32,Friday,June,7,15.96,4,54
INV-196646,A,Delhi,Normal,Female,Clothing,1183.68,7,414.29,8700.05,8285.76,0.05,435.0,Credit Card,2023-07-17,13:02,Monday,July,3,10.05,3,29
INV-675644,B,Delhi,Member,Female,Home Appliances,4399.21,1,219.96,4619.17,4399.21,0.05,230.96,UPI,2023-08-19,18:35,Saturday,August,6,22.57,12,51
INV-945633,A,Mumbai,Member,Female,Clothing,3903.93,1,195.2,4099.13,3903.93,0.05,204.96,Cash,2023-09-11,11:21,Monday,September,5,26.3,0,52
INV-402775,C,Bangalore,Member,Female,Groceries,2705.58,4,541.12,11363.44,10822.32,0.05,568.17,Cash,2023-12-31,15:51,Sunday,December,8,4.5,14,18
INV-437827,A,Delhi,Member,Male,Sports,3625.15,2,362.52,7612.82,7250.3,0.05,380.64,Cash,2023-04-05,10:50,Wednesday,April,4,21.49,10,19
INV-155318,B,Bangalore,Normal,Male,Groceries,4142.65,8,1657.06,34798.26,33141.2,0.05,1739.91,Cash,2023-02-07,13:07,Tuesday,February,8,15.18,8,47
INV-415172,C,Mumbai,Normal,Male,Electronics,139.65,4,27.93,586.53,558.6,0.05,29.33,Cash,2023-11-20,12:55,Monday,November,8,19.54,0,42
INV-275399,A,Mumbai,Member,Female,Electronics,1903.46,9,856.56,17987.7,17131.14,0.05,899.39,Credit Card,2023-02-20,20:13,Monday,February,9,27.77,6,15
INV-748373,C,Bangalore,Normal,Male,Home Appliances,610.53,5,152.63,3205.28,3052.6499999999996,0.05,160.26,Cash,2023-12-12,21:35,Tuesday,December,7,27.63,14,54
INV-611411,C,Delhi,Normal,Male,Groceries,3059.08,9,1376.59,28908.31,27531.72,0.05,1445.42,Credit Card,2023-11-05,16:09,Sunday,November,9,0.14,8,49
INV-763937,A,Mumbai,Member,Female,Home Appliances,2020.94,9,909.42,19097.88,18188.46,0.05,954.89,UPI,2023-03-31,18:37,Friday,March,7,10.41,1,41
INV-429670,C,Bangalore,Normal,Female,Clothing,2288.48,3,343.27,7208.71,6865.4400000000005,0.05,360.44,Credit Card,2023-07-01,15:24,Saturday,July,4,12.57,7,47
INV-990324,C,Mumbai,Normal,Female,Cosmetics,1843.85,6,553.15,11616.25,11063.099999999999,0.05,580.81,Credit Card,2023-06-03,19:49,Saturday,June,1,5.34,3,55
INV-251878,C,Mumbai,Normal,Female,Cosmetics,785.88,6,235.76,4951.04,4715.28,0.05,247.55,UPI,2023-12-08,19:39,Friday,December,1,9.3,13,37
INV-159676,A,Bangalore,Member,Male,Electronics,2162.61,8,865.04,18165.92,17300.88,0.05,908.3,Credit Card,2023-07-30,21:31,Sunday,July,1,1.1,13,30
INV-803662,C,Bangalore,Normal,Female,Groceries,2845.96,2,284.6,5976.52,5691.92,0.05,298.83,UPI,2023-09-14,21:50,Thursday,September,2,15.73,11,63
INV-676775,C,Mumbai,Member,Male,Sports,2033.78,6,610.13,12812.81,12202.68,0.05,640.64,UPI,2023-11-15,11:00,Wednesday,November,7,28.38,9,24
INV-912831,C,Bangalore,Normal,Female,Clothing,4492.28,2,449.23,9433.79,8984.56,0.05,471.69,Cash,2023-03-28,14:27,Tuesday,March,2,26.01,7,15
INV-549589,C,Delhi,Member,Female,Sports,2781.03,3,417.15,8760.24,8343.09,0.05,438.01,Cash,2023-09-12,20:07,Tuesday,September,9,24.0,2,47
INV-830399,A,Mumbai,Normal,Female,Groceries,2805.77,8,1122.31,23568.47,22446.16,0.05,1178.42,UPI,2023-10-18,15:13,Wednesday,October,8,24.21,3,51
INV-378176,A,Mumbai,Member,Female,Clothing,748.36,7,261.93,5500.45,5238.52,0.05,275.02,UPI,2023-01-07,17:06,Saturday,January,7,25.44,12,33
INV-123236,A,Mumbai,Normal,Female,Sports,2936.06,2,293.61,6165.73,5872.12,0.05,308.29,Credit Card,2023-01-02,08:46,Monday,January,4,10.08,14,16
INV-756639,C,Bangalore,Normal,Female,Clothing,1847.14,7,646.5,13576.48,12929.980000000001,0.05,678.82,Credit Card,2023-01-20,12:36,Friday,January,9,13.08,11,49
INV-356713,A,Mumbai,Normal,Male,Clothing,4744.84,6,1423.45,29892.49,28469.04,0.05,1494.62,Cash,2023-12-30,15:16,Saturday,December,8,29.56,6,46
INV-659655,A,Delhi,Member,Male,Cosmetics,2154.81,3,323.22,6787.65,6464.43,0.05,339.38,Cash,2023-07-28,21:08,Friday,July,2,19.0,6,23
INV-307980,A,Mumbai,Normal,Male,Home Appliances,739.81,4,147.96,3107.2,2959.24,0.05,155.36,Credit Card,2023-06-03,17:28,Saturday,June,2,8.17,10,20
INV-655941,C,Delhi,Member,Female,Home Appliances,4575.78,5,1143.94,24022.84,22878.899999999998,0.05,1201.14,Cash,2023-02-11,11:40,Saturday,February,2,16.63,8,52
INV-816756,B,Bangalore,Member,Male,Home Appliances,4157.22,7,1455.03,30555.57,29100.54,0.05,1527.78,UPI,2023-04-27,17:21,Thursday,April,9,7.99,10,54
INV-552268,C,Bangalore,Normal,Female,Clothing,1291.12,9,581.0,12201.08,11620.079999999998,0.05,610.05,Credit Card,2023-11-05,14:09,Sunday,November,1,12.56,11,60
INV-121172,B,Delhi,Normal,Female,Sports,282.48,6,84.74,1779.62,1694.88,0.05,88.98,Cash,2023-12-29,08:50,Friday,December,4,23.13,12,35
INV-328071,B,Mumbai,Normal,Female,Sports,4193.54,4,838.71,17612.87,16774.16,0.05,880.64,Credit Card,2023-04-23,18:38,Sunday,April,3,28.48,6,61
INV-683417,B,Bangalore,Member,Female,Cosmetics,4772.73,6,1431.82,30068.2,28636.379999999997,0.05,1503.41,Cash,2023-03-10,15:32,Friday,March,4,16.2,2,49
INV-278376,C,Mumbai,Member,Male,Home Appliances,4215.57,1,210.78,4426.35,4215.57,0.05,221.32,UPI,2023-12-31,18:33,Sunday,December,2,3.2,8,54
INV-155337,C,Delhi,Member,Male,Electronics,3654.53,9,1644.54,34535.31,32890.770000000004,0.05,1726.77,Credit Card,2023-03-02,18:39,Thursday,March,9,7.39,2,64
INV-675762,C,Delhi,Normal,Male,Cosmetics,4007.11,3,601.07,12622.4,12021.33,0.05,631.12,Credit Card,2023-04-12,09:11,Wednesday,April,5,2.75,10,63
INV-251563,A,Delhi,Member,Male,Cosmetics,727.25,9,327.26,6872.51,6545.25,0.05,343.63,Cash,2023-11-07,08:46,Tuesday,November,8,22.75,14,35
INV-286833,A,Bangalore,Member,Male,Electronics,3807.23,5,951.81,19987.96,19036.15,0.05,999.4,UPI,2023-07-17,15:24,Monday,July,9,19.4,10,40
INV-980889,C,Mumbai,Member,Female,Home Appliances,305.4,7,106.89,2244.69,2137.7999999999997,0.05,112.23,Cash,2023-10-09,12:21,Monday,October,7,1.02,4,21
INV-499953,C,Delhi,Member,Male,Groceries,1521.88,8,608.75,12783.79,12175.04,0.05,639.19,UPI,2023-11-11,14:28,Saturday,November,4,25.34,1,56
INV-310017,C,Delhi,Member,Female,Home Appliances,3240.51,8,1296.2,27220.28,25924.08,0.05,1361.01,Cash,2023-04-18,19:44,Tuesday,April,3,20.89,7,40
INV-406691,C,Delhi,Normal,Male,Electronics,3637.6,7,1273.16,26736.36,25463.2,0.05,1336.82,UPI,2023-01-15,15:48,Sunday,January,6,9.56,1,47
INV-559297,A,Delhi,Normal,Male,Electronics,4435.59,2,443.56,9314.74,8871.18,0.05,465.74,Cash,2023-11-07,10:41,Tuesday,November,7,5.56,1,46
INV-522845,A,Mumbai,Normal,Female,Groceries,4666.32,7,1633.21,34297.45,32664.239999999998,0.05,1714.87,Credit Card,2023-10-29,11:28,Sunday,October,1,12.06,4,58
INV-729661,C,Delhi,Member,Female,Clothing,3156.15,8,1262.46,26511.66,25249.2,0.05,1325.58,UPI,2023-08-24,16:09,Thursday,August,9,10.09,3,19
INV-649239,A,Delhi,Normal,Female,Electronics,3674.75,1,183.74,3858.49,3674.75,0.05,192.92,Cash,2023-01-03,20:13,Tuesday,January,2,8.89,13,51
INV-975863,A,Mumbai,Normal,Male,Sports,258.36,1,12.92,271.28,258.36,0.05,13.56,Credit Card,2023-03-14,08:56,Tuesday,March,4,6.55,9,51
INV-599722,C,Delhi,Normal,Female,Groceries,3942.41,6,1182.72,24837.18,23654.46,0.05,1241.86,UPI,2023-10-22,15:45,Sunday,October,2,5.01,3,18
INV-426898,A,Delhi,Member,Female,Clothing,1196.77,4,239.35,5026.43,4787.08,0.05,251.32,Credit Card,2023-12-15,13:52,Friday,December,2,11.52,8,63
INV-698069,C,Mumbai,Normal,Female,Sports,4788.49,8,1915.4,40223.32,38307.92,0.05,2011.17,Credit Card,2023-09-19,12:04,Tuesday,September,7,26.51,2,34
INV-474999,A,Delhi,Member,Male,Sports,4974.79,3,746.22,15670.59,14924.369999999999,0.05,783.53,Credit Card,2023-06-27,09:16,Tuesday,June,3,24.47,5,27
INV-183300,B,Mumbai,Member,Male,Cosmetics,1157.9,9,521.06,10942.16,10421.1,0.05,547.11,Credit Card,2023-11-25,11:13,Saturday,November,2,13.72,7,17
INV-388075,C,Delhi,Normal,Male,Clothing,1401.15,9,630.52,13240.87,12610.35,0.05,662.04,Cash,2023-07-14,16:33,Friday,July,9,9.87,8,19
INV-777114,C,Bangalore,Normal,Female,Electronics,3689.3,2,368.93,7747.53,7378.6,0.05,387.38,Cash,2023-05-04,13:07,Thursday,May,5,1.46,1,20
INV-502732,B,Bangalore,Member,Female,Cosmetics,4812.5,5,1203.12,25265.62,24062.5,0.05,1263.28,UPI,2023-03-22,09:39,Wednesday,March,3,24.74,7,54
